date,adj_close
2024-01-02,65.30902099609375
2024-01-03,64.54080200195312
2024-01-04,64.16653442382812
2024-01-05,64.16653442382812
2024-01-08,65.7620849609375
2024-01-09,65.70298767089844
2024-01-10,66.27423858642578
2024-01-11,66.54015350341797
2024-01-12,66.79622650146484
2024-01-16,66.786376953125
2024-01-17,66.43181610107422
2024-01-18,67.85008239746094
2024-01-19,69.3963851928711
2024-01-22,69.69184875488281
2024-01-23,69.95777893066406
2024-01-24,70.50932312011719
2024-01-25,70.83434295654297
2024-01-26,70.15476989746094
2024-01-29,70.75554656982422
2024-01-30,70.21385192871094
2024-01-31,68.83499145507812
2024-02-01,69.72140502929688
2024-02-02,70.43053436279297
2024-02-05,70.59796905517578
2024-02-06,70.42068481445312
2024-02-07,71.3661880493164
2024-02-08,71.72075653076172
2024-02-09,72.5480728149414
2024-02-12,71.9472885131836
2024-02-13,70.66690826416016
2024-02-14,71.484375
2024-02-15,71.43513488769531
2024-02-16,70.7949447631836
2024-02-20,70.09566497802734
2024-02-21,69.69184875488281
2024-02-22,71.9472885131836
2024-02-23,71.9571304321289
2024-02-26,72.01622772216797
2024-02-27,71.9472885131836
2024-02-28,71.6419677734375
2024-02-29,72.32154846191406
2024-03-01,73.66101837158203
2024-03-04,73.79890441894531
2024-03-05,72.1442642211914
2024-03-06,72.91249084472656
2024-03-07,74.16332244873047
2024-03-08,73.08977508544922
2024-03-11,72.607177734375
2024-03-12,74.17316436767578
2024-03-13,73.45418548583984
2024-03-14,73.40494537353516
2024-03-15,72.30184936523438
2024-03-18,72.73519897460938
2024-03-19,73.03067779541016
2024-03-20,74.1042251586914
2024-03-21,74.29135131835938
2024-03-22,74.45879364013672
2024-03-25,74.02543640136719
2024-03-26,73.66101837158203
2024-03-27,73.818603515625
2024-03-28,73.68070983886719
2024-04-01,73.91709899902344
2024-04-02,73.32614135742188
2024-04-03,73.4837417602539
2024-04-04,72.27230072021484
2024-04-05,73.1291732788086
2024-04-08,72.98143005371094
2024-04-09,73.33599853515625
2024-04-10,72.49883270263672
2024-04-11,74.01558685302734
2024-04-12,72.68596649169922
2024-04-15,71.3661880493164
2024-04-16,71.484375
2024-04-17,70.23355102539062
2024-04-18,69.5244140625
2024-04-19,67.68264770507812
2024-04-22,68.33268737792969
2024-04-23,69.44562530517578
2024-04-24,69.77063751220703
2024-04-25,69.6820068359375
2024-04-26,70.7161636352539
2024-04-29,70.9623794555664
2024-04-30,69.41609191894531
2024-05-01,68.77588653564453
2024-05-02,69.79034423828125
2024-05-03,71.7601547241211
2024-05-06,72.7549057006836
2024-05-07,72.50867462158203
2024-05-08,72.69580841064453
2024-05-09,72.50867462158203
2024-05-10,72.77459716796875
2024-05-13,73.02082061767578
2024-05-14,73.78905487060547
2024-05-15,75.38459777832031
2024-05-16,75.05957794189453
2024-05-17,74.75426483154297
2024-05-20,75.68006896972656
2024-05-21,75.76871490478516
2024-05-22,75.837646484375
2024-05-23,75.98538970947266
2024-05-24,76.71422576904297
2024-05-28,77.49229431152344
2024-05-29,76.91120147705078
2024-05-30,75.36490631103516
2024-05-31,75.16792297363281
2024-06-03,75.89675903320312
2024-06-04,76.07403564453125
2024-06-05,78.06354522705078
2024-06-06,77.9256591796875
2024-06-07,77.97489166259766
