date,adj_close
2024-01-02,81.60458374023438
2024-01-03,79.65420532226562
2024-01-04,79.50770568847656
2024-01-05,79.3062515258789
2024-01-08,80.44168853759766
2024-01-09,79.90142059326172
2024-01-10,79.99300384521484
2024-01-11,79.2513198852539
2024-01-12,79.72746276855469
2024-01-16,79.14143371582031
2024-01-17,77.69465637207031
2024-01-18,77.27347564697266
2024-01-19,78.19829559326172
2024-01-22,78.665283203125
2024-01-23,78.12504577636719
2024-01-24,77.0079116821289
2024-01-25,77.99685668945312
2024-01-26,77.77709197998047
2024-01-29,78.28984832763672
2024-01-30,77.55731201171875
2024-01-31,76.81562805175781
2024-02-01,78.20745086669922
2024-02-02,77.23683166503906
2024-02-05,75.61609649658203
2024-02-06,76.63249969482422
2024-02-07,76.52259826660156
2024-02-08,77.14527130126953
2024-02-09,77.2643051147461
2024-02-12,77.28263092041016
2024-02-13,75.68936157226562
2024-02-14,76.28453063964844
2024-02-15,78.0609359741211
2024-02-16,77.25514221191406
2024-02-20,77.11780548095703
2024-02-21,77.54816436767578
2024-02-22,77.69465637207031
2024-02-23,77.65804290771484
2024-02-26,76.80645751953125
2024-02-27,76.89803314208984
2024-02-28,77.67635345458984
2024-02-29,78.33564758300781
2024-03-01,79.26962280273438
2024-03-04,80.01131439208984
2024-03-05,79.04071044921875
2024-03-06,79.43444061279297
2024-03-07,79.41613006591797
2024-03-08,80.33179473876953
2024-03-11,79.94722747802734
2024-03-12,79.77324676513672
2024-03-13,79.37035369873047
2024-03-14,78.17997741699219
2024-03-15,78.00601959228516
2024-03-18,78.0426254272461
2024-03-19,78.0151596069336
2024-03-20,78.5279312133789
2024-03-21,79.09563446044922
2024-03-22,78.10011291503906
2024-03-25,77.6198959350586
2024-03-26,77.305908203125
2024-03-27,79.30066680908203
2024-03-28,79.86399841308594
2024-04-01,78.5249252319336
2024-04-02,77.53678131103516
2024-04-03,77.6198959350586
2024-04-04,77.1212158203125
2024-04-05,77.518310546875
2024-04-08,78.34945678710938
2024-04-09,79.39301300048828
2024-04-10,76.10536193847656
2024-04-11,76.36393737792969
2024-04-12,75.45890808105469
2024-04-15,74.17525482177734
2024-04-16,73.13170623779297
2024-04-17,72.59608459472656
2024-04-18,72.6053237915039
2024-04-19,72.95623779296875
2024-04-22,73.6026840209961
2024-04-23,74.27684020996094
2024-04-24,74.41535186767578
2024-04-25,73.99055480957031
2024-04-26,74.02749633789062
2024-04-29,74.78475952148438
2024-04-30,73.51957702636719
2024-05-01,73.54727935791016
2024-05-02,74.58159637451172
2024-05-03,75.08028411865234
2024-05-06,75.14492797851562
2024-05-07,75.85602569580078
2024-05-08,75.21880340576172
2024-05-09,76.76105499267578
2024-05-10,76.54863739013672
2024-05-13,76.79798889160156
2024-05-14,77.38902282714844
2024-05-15,78.46028900146484
2024-05-16,78.40486907958984
2024-05-17,78.3956298828125
2024-05-20,77.93389892578125
2024-05-21,77.90617370605469
2024-05-22,77.20433044433594
2024-05-23,75.54204559326172
2024-05-24,75.5974349975586
2024-05-28,75.0987548828125
2024-05-29,74.36920166015625
2024-05-30,75.45890808105469
2024-05-31,76.87185668945312
2024-06-03,76.69639587402344
2024-06-04,77.28744506835938
2024-06-05,77.19508361816406
2024-06-06,77.34284210205078
2024-06-07,76.61328125
2024-06-10,76.87185668945312
2024-06-11,76.5948257446289
2024-06-12,77.27820587158203
2024-06-13,77.59219360351562
2024-06-14,77.57372283935547
2024-06-17,77.26896667480469
2024-06-18,77.57372283935547
2024-06-20,77.35208892822266
2024-06-21,77.54601287841797
2024-06-24,78.14629364013672
2024-06-25,77.18585205078125
2024-06-26,76.94575500488281
2024-06-27,77.69378662109375
2024-06-28,78.31367492675781
2024-07-01,77.57504272460938
2024-07-02,77.9396743774414
2024-07-03,77.86488342285156
2024-07-05,78.07992553710938
2024-07-08,78.33235931396484
2024-07-09,78.31367492675781
2024-07-10,78.89335632324219
2024-07-11,81.156005859375
2024-07-12,81.77307891845703
2024-07-15,82.32471466064453
2024-07-16,83.33448791503906
2024-07-17,83.90483093261719
2024-07-18,83.16619873046875
2024-07-19,83.0166015625
2024-07-22,83.87679290771484
2024-07-23,83.81132507324219
2024-07-24,82.57716369628906
2024-07-25,82.3060073852539
2024-07-26,83.74588012695312
2024-07-29,84.17597198486328
2024-07-30,84.8304672241211
2024-07-31,84.53126525878906
2024-08-01,85.38209533691406
2024-08-02,85.3353500366211
2024-08-05,82.89506530761719
2024-08-06,84.53126525878906
2024-08-07,83.95158386230469
2024-08-08,84.77435302734375
2024-08-09,85.16704559326172
2024-08-12,84.54061126708984
2024-08-13,85.27923583984375
2024-08-14,85.5036392211914
2024-08-15,85.43818664550781
2024-08-16,85.39144897460938
2024-08-19,86.1020278930664
2024-08-20,85.99918365478516
2024-08-21,86.45731353759766
2024-08-22,86.70974731445312
2024-08-23,88.61711120605469
2024-08-26,88.5797119140625
2024-08-27,88.71061706542969
2024-08-28,88.36466979980469
2024-08-29,88.0935287475586
2024-08-30,88.94434356689453
2024-09-03,88.89761352539062
2024-09-04,89.15005493164062
2024-09-05,88.8602066040039
2024-09-06,88.77605438232422
2024-09-09,89.76714324951172
2024-09-10,91.06675720214844
2024-09-11,90.88911437988281
2024-09-12,91.27245330810547
2024-09-13,92.22613525390625
2024-09-16,92.53467559814453
2024-09-17,91.8895263671875
2024-09-18,91.77734375
2024-09-19,91.79603576660156
2024-09-20,91.43138885498047
2024-09-23,92.33832550048828
2024-09-24,92.46923065185547
2024-09-25,91.85214233398438
2024-09-26,91.02000427246094
2024-09-27,91.13597869873047
2024-09-30,91.85253143310547
2024-10-01,91.25855255126953
2024-10-02,90.93798065185547
2024-10-03,90.1082763671875
2024-10-04,89.67456817626953
2024-10-07,88.88256072998047
2024-10-08,89.06170654296875
2024-10-09,89.15599060058594
2024-10-10,88.3639907836914
2024-10-11,89.36341094970703
2024-10-14,89.90083312988281
2024-10-15,90.9851303100586
2024-10-16,91.98452758789062
2024-10-17,91.25855255126953
2024-10-18,91.9374008178711
2024-10-21,90.13655090332031
2024-10-22,90.26854705810547
2024-10-23,90.92855072021484
2024-10-24,91.12654876708984
2024-10-25,90.26854705810547
2024-10-28,90.55140686035156
2024-10-29,89.90083312988281
2024-10-30,90.29683685302734
2024-10-31,88.76942443847656
2024-11-01,87.78885650634766
2024-11-04,88.75056457519531
2024-11-05,89.92912292480469
2024-11-06,88.01513671875
2024-11-07,89.07112121582031
2024-11-08,90.40054321289062
2024-11-11,89.94798278808594
2024-11-12,88.70342254638672
2024-11-13,89.19371032714844
2024-11-14,88.39228820800781
2024-11-15,88.4394302368164
2024-11-18,89.08055877685547
2024-11-19,89.51427459716797
2024-11-20,89.40113067626953
2024-11-21,90.06111907958984
2024-11-22,90.73997497558594
2024-11-25,92.0033950805664
2024-11-26,92.3711166381836
2024-11-27,92.96509552001953
2024-11-29,92.55026245117188
2024-12-02,91.20198822021484
2024-12-03,90.73997497558594
2024-12-04,90.4948501586914
2024-12-05,90.27796936035156
2024-12-06,90.14598083496094
2024-12-09,90.40054321289062
2024-12-10,89.08998107910156
2024-12-11,88.88256072998047
2024-12-12,88.74114227294922
2024-12-13,88.486572265625
2024-12-16,88.17542266845703
2024-12-17,87.75114440917969
2024-12-18,84.13060760498047
2024-12-19,82.82946014404297
2024-12-20,84.2248764038086
2024-12-23,84.55426025390625
2024-12-24,85.11592864990234
2024-12-26,85.34440612792969
2024-12-27,84.48762512207031
2024-12-30,84.06876373291016
2024-12-31,84.8017807006836
2025-01-02,84.04972076416016
2025-01-03,85.15400695800781
2025-01-06,84.05924224853516
2025-01-07,83.25957489013672
2025-01-08,83.4785385131836
2025-01-10,81.4413070678711
2025-01-13,82.44087219238281
2025-01-14,83.19294738769531
2025-01-15,83.66893005371094
2025-01-16,85.40151977539062
2025-01-17,85.34440612792969
2025-01-21,86.9437255859375
2025-01-22,85.43006896972656
2025-01-23,86.05838012695312
2025-01-24,86.35348510742188
2025-01-27,87.50537872314453
2025-01-28,86.44869232177734
2025-01-29,85.30632781982422
2025-01-30,86.39157104492188
2025-01-31,86.20117950439453
2025-02-03,86.02030181884766
2025-02-04,86.08694458007812
2025-02-05,87.29595184326172
2025-02-06,87.514892578125
2025-02-07,87.22930145263672
2025-02-10,87.19123077392578
2025-02-11,87.57201385498047
2025-02-12,86.76284790039062
2025-02-13,87.62914276123047
2025-02-14,87.22930145263672
2025-02-18,87.61962127685547
2025-02-19,87.6862564086914
2025-02-20,88.10513305664062
2025-02-21,87.23883056640625
2025-02-24,87.58154296875
2025-02-25,88.65725708007812
2025-02-26,88.28600311279297
2025-02-27,88.63822937011719
2025-02-28,89.3902816772461
2025-03-03,89.80914306640625
2025-03-04,88.77149963378906
2025-03-05,89.76155853271484
2025-03-06,87.45777893066406
